PC1,PC2,PC3,PC4,PC5,PC6
1.7312415691306873,0.8240837225128952,-0.38432028966762016,-0.451622775109291,-0.08776605732410224,0.43805735168833765
0.301397636388388,-2.5336376044331947,0.621581888368967,-0.9393133926551676,-0.794455983566776,0.06061507086651693
-1.194198921987682,0.8875684433605229,-1.1844553563094857,1.1291145913994787,-1.152625846940859,-1.8690289822328723
0.9301404227441483,0.030105588740942164,-0.11121291418207604,-1.309451820719124,-0.5054521061389508,-0.8346674407928704
1.499510866874258,0.5177803741175289,-0.7943002076025909,-0.12537607406328463,-0.2530491183343811,0.3269982987379643
-0.11254734867690162,0.6764133029821482,-1.2090291612053543,-0.3933344659852857,0.7881860292865095,0.9327089055728492
-4.944544478830171,1.9652991596646487,1.620708115182585,0.20157185414778236,-1.5097283083873563,-1.018066309301777
0.2524236351042179,0.904662016781416,-1.0744336834132455,0.3743168195920086,0.10310635581330564,0.440593334064261
0.5032800440743891,0.43001603407772904,-0.7881589353934838,-0.4003022037935731,-0.5435340342778293,-0.36893917876719406
0.6006261635236381,0.5104009297271898,0.3124166279991481,-1.7196711959884365,-0.9093649833981127,-1.359082816907483
-0.030363082632702775,0.9909954098651207,-1.217383372962906,0.13460463623087418,0.6803168174058367,0.9357977302000022
0.8911718691881182,0.848592846717084,-0.3638202759420851,-0.2997723135973857,-0.27860142594082654,-0.09291988963373264
-1.0412429290999383,1.4285942398209939,-0.505492563564493,0.5167453302917576,0.05116595799206343,0.3985344438300269
-1.3077591830764268,1.0368887951497108,-0.47430527787171817,-0.2673282582183298,-0.005658171076684691,0.1982724163030766
1.2759363512275848,-0.3959432812710629,-1.0472130019987358,-0.4834689450246477,-0.17512289401087053,0.0861480308062345
-1.3391076314912322,-1.7258833977189396,-1.2443672230908798,-0.9470345604403719,0.34855508212209185,-0.13583798691062837
1.7168128722117095,-1.2708537066238363,0.8445090591106404,0.5024787317423534,1.8115247856562877,-1.1314092576307457
